ticket_id,train_id,travel_date,passenger_name,class,price,train_name,source,destination,days_of_operation,total_seats,booked_seats
1362,1003,2023-01-11,Arjun Das,AC 2 Tier,1488,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,29
1370,1003,2023-01-22,Vihaan Gupta,AC 3 Tier,704,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,38
1371,1003,2023-01-18,Ishaan Kumar,AC 2 Tier,791,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,45
1375,1003,2023-01-02,Krishna Reddy,AC 2 Tier,1105,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,43
1377,1003,2023-01-30,Arjun Gupta,AC 3 Tier,423,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,25
1390,1003,2023-01-19,Arjun Patel,AC First Class,1075,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,25
1397,1003,2023-01-20,Ishaan Patel,AC 3 Tier,1179,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,45
1413,1003,2023-01-15,Vivaan Reddy,AC First Class,670,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,46
1428,1003,2023-01-03,Krishna Gupta,Sleeper,749,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,21
1431,1003,2023-01-10,Shaurya Kumar,AC 3 Tier,440,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,39
1436,1003,2023-01-30,Sai Verma,AC 2 Tier,1047,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,45
1450,1003,2023-01-26,Krishna Reddy,AC 2 Tier,1031,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,36
1457,1003,2023-01-01,Aditya Verma,AC First Class,357,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,32
1458,1003,2023-01-06,Vihaan Kumar,AC First Class,1307,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,6
1459,1003,2023-01-13,Ishaan Singh,AC 2 Tier,309,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,50
1466,1003,2023-01-12,Reyansh Mehta,Sleeper,831,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,7
1473,1003,2023-01-09,Arjun Sharma,Sleeper,542,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,5
1475,1003,2023-01-09,Reyansh Das,AC 3 Tier,1137,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,5
1480,1003,2023-01-10,Vihaan Gupta,AC 2 Tier,970,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,6
1481,1003,2023-01-27,Aditya Gupta,Sleeper,1354,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,40
1491,1003,2023-01-13,Vivaan Das,AC 3 Tier,906,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,16
1496,1003,2023-01-02,Aarav Verma,AC 2 Tier,423,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,43
1503,1003,2023-01-07,Reyansh Mehta,AC 2 Tier,1202,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,28
1510,1003,2023-01-05,Sai Patel,AC First Class,1468,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,45
1515,1003,2023-01-08,Vivaan Singh,AC 3 Tier,1136,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,18
1524,1003,2023-01-31,Arjun Reddy,AC 3 Tier,1042,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,3
1532,1003,2023-01-11,Aarav Verma,AC First Class,903,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,29
1538,1003,2023-01-24,Shaurya Reddy,Sleeper,394,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,44
1543,1003,2023-01-29,Aditya Chopra,AC First Class,472,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,4
1548,1003,2023-01-26,Aarav Das,AC 2 Tier,372,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,36
1551,1003,2023-01-21,Reyansh Reddy,AC First Class,990,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,40
1553,1003,2023-01-05,Ishaan Sharma,AC 2 Tier,1318,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,1
1563,1003,2023-01-17,Shaurya Reddy,AC 3 Tier,961,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,33
1568,1003,2023-01-25,Arjun Chopra,AC 3 Tier,1242,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,19
1570,1003,2023-01-13,Vihaan Singh,Sleeper,1332,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,14
1573,1003,2023-01-04,Vihaan Patel,AC 3 Tier,657,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,24
1575,1003,2023-01-11,Reyansh Kumar,AC First Class,216,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,29
1576,1003,2023-01-07,Sai Reddy,AC 3 Tier,1150,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,46
1577,1003,2023-01-19,Reyansh Singh,AC 3 Tier,508,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,14
1579,1003,2023-01-21,Vihaan Verma,Sleeper,970,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,34
1586,1003,2023-01-15,Shaurya Mehta,Sleeper,615,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,48
1590,1003,2023-01-28,Krishna Singh,AC 3 Tier,823,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,7
1602,1003,2023-01-09,Shaurya Chopra,Sleeper,1457,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,5
1608,1003,2023-01-06,Shaurya Patel,AC 3 Tier,260,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,24
1609,1003,2023-01-02,Vihaan Verma,AC 2 Tier,1396,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,43
1619,1003,2023-01-23,Krishna Sharma,AC 2 Tier,818,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,46
1620,1003,2023-01-05,Reyansh Reddy,AC First Class,849,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,45
1627,1003,2023-01-07,Reyansh Singh,AC 2 Tier,725,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,28
1630,1003,2023-01-18,Aarav Kumar,AC First Class,1383,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,42
1649,1003,2023-01-03,Vivaan Reddy,AC 3 Tier,446,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,13
1657,1003,2023-01-13,Ishaan Gupta,Sleeper,552,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,14
1658,1003,2023-01-13,Vivaan Mehta,Sleeper,1010,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,14
1659,1003,2023-01-23,Krishna Gupta,AC First Class,750,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,45
1660,1003,2023-01-01,Sai Singh,AC 2 Tier,774,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,21
1670,1003,2023-01-16,Krishna Das,AC 3 Tier,1171,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,46
1676,1003,2023-01-20,Vivaan Verma,AC First Class,971,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,25
1677,1003,2023-01-15,Aarav Singh,AC First Class,818,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,46
1690,1003,2023-01-15,Sai Gupta,Sleeper,1499,Shatabdi Express,Chennai,Howrah,"Sat,Tue,Wed,Mon,Thu",100,48
6,1001,2023-01-22,Aarav Reddy,Sleeper,676,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,64
7,1001,2023-01-13,Shaurya Verma,AC 2 Tier,533,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,56
12,1001,2023-01-07,Vihaan Sharma,AC 3 Tier,1222,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,61
19,1001,2023-01-22,Aditya Verma,AC 2 Tier,896,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,81
20,1001,2023-01-10,Sai Kumar,AC First Class,206,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,40
22,1001,2023-01-28,Aarav Verma,AC 3 Tier,513,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,48
26,1001,2023-01-25,Reyansh Reddy,AC 3 Tier,1173,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,54
32,1001,2023-01-28,Aarav Kumar,AC 3 Tier,770,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,48
35,1001,2023-01-04,Aarav Patel,AC First Class,1041,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,84
45,1001,2023-01-02,Ishaan Kumar,AC 3 Tier,316,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,69
48,1001,2023-01-14,Sai Singh,AC 2 Tier,734,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,89
51,1001,2023-01-15,Aditya Verma,Sleeper,1301,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,54
56,1001,2023-01-24,Shaurya Sharma,AC 2 Tier,777,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,41
59,1001,2023-01-01,Aarav Patel,AC 2 Tier,530,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,77
61,1001,2023-01-31,Vivaan Singh,Sleeper,956,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,100
66,1001,2023-01-06,Aditya Chopra,AC 3 Tier,746,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,73
70,1001,2023-01-31,Sai Chopra,AC First Class,1298,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,47
76,1001,2023-01-31,Vivaan Singh,Sleeper,815,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,100
84,1001,2023-01-02,Krishna Chopra,Sleeper,1132,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,40
106,1001,2023-01-16,Arjun Mehta,Sleeper,916,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,84
111,1001,2023-01-19,Aarav Verma,AC First Class,1012,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,78
119,1001,2023-01-09,Arjun Kumar,AC First Class,1367,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,80
125,1001,2023-01-10,Sai Mehta,AC 3 Tier,827,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,83
129,1001,2023-01-24,Ishaan Reddy,AC 3 Tier,643,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,41
132,1001,2023-01-23,Reyansh Gupta,AC 2 Tier,293,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,93
133,1001,2023-01-18,Krishna Sharma,AC First Class,410,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,79
134,1001,2023-01-19,Arjun Kumar,AC First Class,1102,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,78
136,1001,2023-01-13,Arjun Gupta,Sleeper,510,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,86
138,1001,2023-01-18,Arjun Verma,AC First Class,1122,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,79
147,1001,2023-01-06,Aditya Patel,AC First Class,454,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,53
152,1001,2023-01-25,Arjun Das,AC First Class,769,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,46
156,1001,2023-01-15,Sai Sharma,AC 2 Tier,862,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,74
157,1001,2023-01-25,Krishna Reddy,Sleeper,1311,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,59
161,1001,2023-01-21,Krishna Verma,AC 3 Tier,836,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,98
163,1001,2023-01-15,Shaurya Mehta,AC First Class,797,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,82
174,1001,2023-01-17,Reyansh Das,AC 3 Tier,1039,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,52
178,1001,2023-01-08,Vihaan Patel,Sleeper,1088,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,52
179,1001,2023-01-25,Vivaan Das,AC 3 Tier,813,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,54
180,1001,2023-01-02,Ishaan Kumar,AC 2 Tier,934,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,72
188,1001,2023-01-08,Vivaan Das,AC 2 Tier,804,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,90
189,1001,2023-01-27,Reyansh Patel,Sleeper,1359,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,44
201,1001,2023-01-20,Sai Gupta,AC 3 Tier,329,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,98
204,1001,2023-01-08,Aditya Gupta,AC First Class,1129,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,83
215,1001,2023-01-12,Aditya Gupta,Sleeper,556,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,80
221,1001,2023-01-11,Reyansh Das,Sleeper,458,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,40
228,1001,2023-01-03,Aarav Verma,AC 2 Tier,466,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,50
243,1001,2023-01-10,Vihaan Mehta,AC 2 Tier,293,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,64
249,1001,2023-01-28,Vihaan Verma,AC First Class,1055,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,79
254,1001,2023-01-17,Ishaan Reddy,AC 3 Tier,915,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,52
260,1001,2023-01-10,Krishna Kumar,Sleeper,316,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,83
269,1001,2023-01-18,Aditya Reddy,AC 2 Tier,1434,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,78
284,1001,2023-01-25,Reyansh Das,AC First Class,1251,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,46
300,1001,2023-01-25,Ishaan Sharma,AC 3 Tier,290,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,54
305,1001,2023-01-25,Reyansh Reddy,AC 2 Tier,297,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,43
317,1001,2023-01-20,Ishaan Patel,AC 2 Tier,961,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,82
321,1001,2023-01-09,Vivaan Gupta,AC 3 Tier,1453,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,96
323,1001,2023-01-15,Shaurya Gupta,Sleeper,854,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,54
333,1001,2023-01-27,Vihaan Gupta,AC 3 Tier,822,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,86
339,1001,2023-01-02,Sai Kumar,AC 3 Tier,1371,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,69
346,1001,2023-01-09,Vihaan Verma,AC 3 Tier,398,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,96
347,1001,2023-01-10,Vivaan Verma,AC 3 Tier,527,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,83
350,1001,2023-01-03,Shaurya Sharma,AC First Class,693,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,70
354,1001,2023-01-13,Shaurya Chopra,AC 3 Tier,942,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,97
359,1001,2023-01-05,Reyansh Singh,AC First Class,505,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,49
364,1001,2023-01-20,Ishaan Mehta,AC 3 Tier,305,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,98
381,1001,2023-01-14,Vihaan Das,Sleeper,481,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,55
382,1001,2023-01-31,Sai Patel,AC First Class,1174,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,47
401,1001,2023-01-17,Shaurya Gupta,AC 2 Tier,359,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,43
417,1001,2023-01-08,Aarav Sharma,Sleeper,1416,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,52
418,1001,2023-01-15,Arjun Chopra,AC 3 Tier,290,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,62
423,1001,2023-01-18,Ishaan Reddy,AC First Class,1338,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,79
427,1001,2023-01-18,Reyansh Chopra,AC 3 Tier,995,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,50
438,1001,2023-01-19,Aditya Sharma,Sleeper,734,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,59
447,1001,2023-01-18,Ishaan Gupta,Sleeper,234,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,62
455,1001,2023-01-16,Vihaan Sharma,Sleeper,1281,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,84
456,1001,2023-01-08,Aditya Das,AC 2 Tier,295,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,90
457,1001,2023-01-22,Aarav Mehta,Sleeper,567,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,64
461,1001,2023-01-14,Arjun Sharma,AC 2 Tier,1439,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,89
466,1001,2023-01-09,Ishaan Reddy,AC 3 Tier,997,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,96
470,1001,2023-01-03,Aditya Gupta,Sleeper,1422,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,97
477,1001,2023-01-05,Krishna Gupta,AC First Class,880,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,49
488,1001,2023-01-26,Krishna Mehta,Sleeper,423,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,50
491,1001,2023-01-04,Shaurya Reddy,AC 3 Tier,1112,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,73
493,1001,2023-01-16,Aarav Kumar,AC First Class,375,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,73
494,1001,2023-01-27,Krishna Gupta,AC 2 Tier,902,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,47
501,1001,2023-01-24,Sai Kumar,AC First Class,1412,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,97
506,1001,2023-01-12,Vivaan Patel,AC 3 Tier,809,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,61
512,1001,2023-01-28,Vihaan Verma,AC First Class,479,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,79
515,1001,2023-01-19,Vihaan Verma,AC 2 Tier,266,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,43
518,1001,2023-01-09,Aditya Verma,Sleeper,1103,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,41
520,1001,2023-01-15,Vihaan Patel,Sleeper,1099,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,54
521,1001,2023-01-25,Shaurya Sharma,AC 2 Tier,1449,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,43
523,1001,2023-01-19,Shaurya Chopra,AC 2 Tier,1422,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,43
526,1001,2023-01-09,Aditya Chopra,AC 3 Tier,499,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,96
529,1001,2023-01-21,Shaurya Reddy,AC 2 Tier,955,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,46
536,1001,2023-01-31,Reyansh Das,AC 3 Tier,818,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,41
538,1001,2023-01-12,Sai Das,AC First Class,1481,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,66
540,1001,2023-01-07,Aarav Sharma,AC 3 Tier,1415,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,61
542,1001,2023-01-28,Ishaan Singh,AC First Class,345,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,79
548,1001,2023-01-05,Reyansh Reddy,AC 2 Tier,1079,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,63
553,1001,2023-01-08,Shaurya Kumar,Sleeper,939,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,52
556,1001,2023-01-01,Sai Kumar,Sleeper,323,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,100
559,1001,2023-01-10,Aarav Chopra,AC 3 Tier,518,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,83
563,1001,2023-01-01,Vivaan Verma,AC 3 Tier,1216,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,58
570,1001,2023-01-02,Sai Mehta,Sleeper,1166,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,40
579,1001,2023-01-30,Reyansh Patel,AC 3 Tier,1309,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,86
583,1001,2023-01-02,Vihaan Kumar,AC First Class,962,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,56
585,1001,2023-01-19,Reyansh Chopra,AC First Class,467,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,78
594,1001,2023-01-22,Vivaan Singh,AC 3 Tier,263,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,91
599,1001,2023-01-07,Ishaan Sharma,Sleeper,879,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,73
600,1001,2023-01-02,Reyansh Chopra,AC 3 Tier,1375,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,69
614,1001,2023-01-23,Sai Verma,AC 3 Tier,1208,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,65
616,1001,2023-01-08,Vivaan Gupta,Sleeper,1278,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,52
629,1001,2023-01-24,Arjun Sharma,AC First Class,1097,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,97
633,1001,2023-01-10,Aarav Kumar,AC 2 Tier,414,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,64
634,1001,2023-01-11,Aarav Kumar,AC 3 Tier,353,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,48
637,1001,2023-01-11,Vivaan Mehta,AC First Class,1334,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,59
640,1001,2023-01-12,Vivaan Patel,Sleeper,803,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,80
642,1001,2023-01-07,Reyansh Reddy,Sleeper,1169,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,73
643,1001,2023-01-10,Shaurya Reddy,AC First Class,742,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,40
644,1001,2023-01-21,Reyansh Gupta,AC 3 Tier,959,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,98
647,1001,2023-01-05,Krishna Verma,AC 2 Tier,1308,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,63
652,1001,2023-01-14,Shaurya Patel,AC 3 Tier,1484,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,71
654,1001,2023-01-13,Aditya Chopra,AC 2 Tier,765,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,56
657,1001,2023-01-26,Krishna Reddy,AC 2 Tier,1041,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,84
669,1001,2023-01-30,Aarav Patel,AC 2 Tier,954,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,64
674,1001,2023-01-06,Arjun Das,AC 3 Tier,661,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,73
688,1001,2023-01-16,Vihaan Verma,AC 3 Tier,887,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,88
694,1001,2023-01-28,Sai Verma,AC 3 Tier,901,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,48
696,1001,2023-01-16,Aarav Mehta,AC 2 Tier,1499,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,79
697,1001,2023-01-01,Arjun Das,AC 3 Tier,545,Duronto Express,Chennai,Pune,"Sun,Mon,Thu,Wed,Fri",100,58
1,1005,2023-01-09,Vihaan Kumar,AC First Class,896,Jan Shatabdi,Delhi,Pune,"Sun,Mon,Tue,Thu,Wed",100,75
